loan_status,loan_status_numeric,loan_amnt,issue_d,term,int_rate,installment,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,title,purpose,emp_title,emp_length,home_ownership,annual_inc,verification_status,acc_now_delinq,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,tot_coll_amt,tot_cur_bal,total_acc,total_rev_hi_lim,dti,grade,sub_grade
Fully Paid,6,17000,2016-02-01, 36 months,10.75,554.55,17709.99,17000.0,709.99,0.0,Credit card refinancing,credit_card,Terminal  operstor,5 years,RENT,93000.0,Source Verified,0.0,0.0,2009-09-01,0.0,,,6.0,0.0,16014,90.0,0.0,16014.0,9.0,17800.0,5.63,B,B4
Fully Paid,6,9000,2016-07-01, 36 months,5.32,271.04,9483.6888292689,9000.0,483.69,0.0,Major purchase,major_purchase,Office/Records Mgmt,5 years,RENT,48000.0,Source Verified,0.0,0.0,1998-02-01,0.0,,,3.0,0.0,1927,9.5,0.0,1927.0,8.0,20200.0,1.03,A,A1
Fully Paid,6,6000,2016-09-01, 36 months,15.59,209.73,6697.6901470582,6000.0,697.69,0.0,Other,other,Fraud Analyst,< 1 year,OWN,52865.0,Source Verified,0.0,0.0,2000-03-01,4.0,57.0,51.0,16.0,1.0,27661,71.7,416.0,27661.0,36.0,38600.0,17.82,C,C5
Current,5,7700,2018-12-01, 36 months,7.56,239.74,476.25,383.66,92.59,0.0,Debt consolidation,debt_consolidation,Teacher,10+ years,MORTGAGE,91000.0,Not Verified,0.0,0.0,1999-10-01,0.0,,,4.0,0.0,7464,71.8,0.0,183880.0,13.0,10400.0,6.82,A,A3
Current,5,12000,2018-12-01, 36 months,16.14,422.72,818.54,526.15,292.39,0.0,Debt consolidation,debt_consolidation,,< 1 year,RENT,20000.0,Source Verified,0.0,0.0,2012-09-01,0.0,,,18.0,0.0,5753,32.9,0.0,101906.0,19.0,17500.0,10.86,C,C4
Current,5,5500,2017-05-01, 36 months,6.99,169.8,3563.66,3067.91,495.75,0.0,Debt consolidation,debt_consolidation,Nanny,10+ years,RENT,50000.0,Source Verified,0.0,0.0,2003-04-01,0.0,,,12.0,0.0,5564,13.4,0.0,5564.0,18.0,41400.0,3.7,A,A2
Current,5,15750,2017-11-01, 60 months,7.97,319.13,4773.0,3371.85,1401.15,0.0,Medical expenses,medical,parts sales,10+ years,MORTGAGE,82000.0,Not Verified,0.0,0.0,2004-08-01,1.0,,,9.0,0.0,3976,14.6,0.0,224560.0,17.0,27200.0,13.73,A,A5
Current,5,7000,2018-08-01, 36 months,6.11,213.31,1277.48,1079.67,197.81,0.0,Home improvement,home_improvement,KYC Research Analyst,3 years,MORTGAGE,80000.0,Not Verified,0.0,0.0,1986-07-01,0.0,,,11.0,0.0,1442,1.8,0.0,81220.0,23.0,96100.0,13.22,A,A1
Current,5,3000,2017-11-01, 36 months,10.91,98.09,1469.53,1132.56,336.97,0.0,Business,small_business,Distributed Support Manager,10+ years,MORTGAGE,109000.0,Not Verified,0.0,0.0,1997-11-01,1.0,29.0,,10.0,0.0,9446,44.6,0.0,164521.0,33.0,21200.0,10.57,B,B4
Fully Paid,6,10000,2017-01-01, 36 months,8.24,314.48,10405.9123714539,10000.0,405.91,0.0,Home improvement,home_improvement,tele,5 years,OWN,48072.0,Not Verified,0.0,1.0,2000-11-01,2.0,18.0,,13.0,0.0,2877,4.9,3479.0,2877.0,30.0,58300.0,2.5,B,B1
Charged Off,0,30000,2016-02-01, 36 months,14.46,1032.05,9759.23,4866.98,2333.27,0.0,Home improvement,home_improvement,General Manager,10+ years,MORTGAGE,235000.0,Verified,0.0,0.0,2006-06-01,0.0,38.0,,18.0,0.0,17335,37.0,0.0,517880.0,32.0,46800.0,12.25,C,C4
Fully Paid,6,20000,2016-03-01, 36 months,8.39,630.34,22600.351574677003,20000.0,2600.35,0.0,Credit card refinancing,credit_card, Area sales manager ,< 1 year,MORTGAGE,140000.0,Verified,0.0,2.0,2000-02-01,0.0,13.0,,8.0,0.0,95476,99.0,0.0,449989.0,23.0,96000.0,9.45,B,B1
Current,5,25000,2018-06-01, 36 months,14.52,860.77,6865.99,4659.95,2206.04,0.0,Debt consolidation,debt_consolidation,Advertising Director,4 years,RENT,102000.0,Not Verified,0.0,0.0,1993-10-01,0.0,,,8.0,0.0,32049,77.4,0.0,44030.0,13.0,41400.0,17.27,C,C3
Current,5,5600,2017-05-01, 36 months,16.02,196.94,4130.76,2939.09,1191.67,0.0,Debt consolidation,debt_consolidation,Loan specialist,10+ years,MORTGAGE,45000.0,Source Verified,0.0,0.0,2007-01-01,1.0,27.0,101.0,5.0,1.0,3799,58.4,908.0,191677.0,15.0,6500.0,3.31,C,C5
Fully Paid,6,1200,2017-01-01, 36 months,15.99,42.19,1347.2199143094,1200.0,147.22,0.0,Credit card refinancing,credit_card,Driver,7 years,RENT,50000.0,Verified,0.0,1.0,2007-04-01,0.0,4.0,27.0,14.0,1.0,5215,31.2,0.0,57412.0,25.0,16700.0,33.05,C,C5
Current,5,3500,2016-12-01, 36 months,13.49,118.76,3085.14,2382.78,702.36,0.0,Credit card refinancing,credit_card,Clerk,3 years,RENT,21000.0,Verified,0.0,0.0,1998-08-01,0.0,67.0,,17.0,0.0,5143,15.8,81.0,14184.0,20.0,32500.0,28.31,C,C2
Fully Paid,6,14000,2016-05-01, 36 months,11.99,464.94,16613.0002992158,14000.0,2613.0,0.0,Debt consolidation,debt_consolidation,HR Generalist,3 years,MORTGAGE,80000.0,Source Verified,0.0,0.0,1983-11-01,1.0,72.0,71.0,11.0,1.0,16208,66.7,0.0,178386.0,37.0,24300.0,26.7,C,C1
Current,5,10000,2018-03-01, 36 months,9.92,322.3,3534.28,2747.67,786.61,0.0,Credit card refinancing,credit_card,,,OWN,20000.0,Verified,0.0,0.0,1989-10-01,1.0,33.0,,4.0,0.0,0,0.0,0.0,474.0,15.0,2000.0,2.94,B,B2
Current,5,7000,2018-07-01, 36 months,8.46,220.85,1514.7,1226.2,288.5,0.0,Car financing,car,Licensed clinical social worker,10+ years,RENT,72000.0,Not Verified,0.0,0.0,2002-07-01,0.0,,64.0,11.0,1.0,3980,8.9,0.0,3980.0,28.0,44900.0,2.05,A,A5
Fully Paid,6,16100,2016-03-01, 36 months,6.49,493.38,17754.488644403,16100.0,1654.49,0.0,Debt consolidation,debt_consolidation,CNC Operator,8 years,MORTGAGE,35000.0,Verified,0.0,0.0,2005-09-01,0.0,,,5.0,0.0,8749,24.3,0.0,88435.0,10.0,36000.0,7.44,A,A2
Current,5,22000,2018-10-01, 36 months,6.67,675.99,2695.81,2233.36,462.45,0.0,Debt consolidation,debt_consolidation,Director of Major Gifts,2 years,MORTGAGE,93400.0,Source Verified,0.0,0.0,1989-09-01,0.0,,,11.0,0.0,12374,15.9,0.0,57199.0,18.0,77800.0,24.22,A,A2
Current,5,5500,2018-12-01, 36 months,23.4,214.06,4756.02,4698.29,57.73,0.0,Debt consolidation,debt_consolidation,,6 years,OWN,16000.0,Not Verified,0.0,0.0,2013-08-01,0.0,,,12.0,0.0,21808,95.8,0.0,49482.0,12.0,44000.0,4.05,E,E1
Fully Paid,6,16000,2016-12-01, 36 months,8.24,503.16,16154.4360524427,16000.0,154.44,0.0,Home improvement,home_improvement,Clinician,3 years,MORTGAGE,85000.0,Not Verified,0.0,0.0,2005-09-01,1.0,,,8.0,0.0,10918,62.7,0.0,271749.0,41.0,17400.0,22.58,B,B1
Current,5,25000,2016-06-01, 36 months,7.99,783.3,25043.41,21918.51,3124.9,0.0,Debt consolidation,debt_consolidation,Architect (Software),1 year,RENT,110000.0,Source Verified,0.0,0.0,2003-08-01,1.0,,,11.0,0.0,40901,15.4,0.0,50373.0,31.0,103800.0,6.72,A,A4
Current,5,11200,2017-07-01, 36 months,7.21,346.9,6586.61,5609.82,976.79,0.0,Debt consolidation,debt_consolidation,Project Manager ,< 1 year,MORTGAGE,71000.0,Not Verified,0.0,0.0,2014-01-01,0.0,,,6.0,0.0,2552,28.4,0.0,284375.0,7.0,9000.0,11.95,A,A3
Current,5,40000,2017-11-01, 36 months,9.93,1289.38,19318.63,15239.03,4079.6,0.0,Credit card refinancing,credit_card,Area Director of Revenue,1 year,RENT,165000.0,Not Verified,0.0,0.0,2007-12-01,0.0,,,8.0,0.0,40928,55.6,0.0,87716.0,15.0,73600.0,11.7,B,B2
Fully Paid,6,10000,2016-04-01, 36 months,5.32,301.15,10424.601499530401,10000.0,424.6,0.0,Debt consolidation,debt_consolidation,"Global Director, Head Of Sales",5 years,OWN,175000.0,Source Verified,0.0,2.0,1987-01-01,0.0,19.0,,8.0,0.0,32649,39.9,0.0,687409.0,25.0,40300.0,12.23,A,A1
Current,5,17000,2018-10-01, 36 months,6.11,518.03,2060.58,1739.11,321.47,0.0,Credit card refinancing,credit_card,FNS Manager,10+ years,OWN,33000.0,Source Verified,0.0,0.0,2011-12-01,0.0,,101.0,15.0,1.0,12861,21.0,0.0,17075.0,19.0,61300.0,17.49,A,A1
Charged Off,0,10000,2016-04-01, 36 months,12.99,336.9,3652.16,1900.02,787.96,0.0,Other,other,LVN/Adon,2 years,RENT,52000.0,Source Verified,0.0,3.0,2003-01-01,0.0,18.0,,4.0,0.0,3645,82.8,0.0,18469.0,9.0,4400.0,16.32,C,C2
Current,5,4500,2018-08-01, 36 months,16.91,160.24,957.21,601.82,355.39,0.0,Credit card refinancing,credit_card,Manager,8 years,RENT,54000.0,Not Verified,0.0,0.0,2014-06-01,0.0,,,5.0,0.0,3152,33.9,0.0,3152.0,7.0,9300.0,2.13,C,C5
Fully Paid,6,10000,2016-11-01, 36 months,8.24,314.48,10329.718629551899,10000.0,329.72,0.0,Debt consolidation,debt_consolidation,Manager,6 years,RENT,52000.0,Source Verified,0.0,1.0,2001-08-01,0.0,3.0,67.0,8.0,1.0,4980,31.5,884.0,33020.0,12.0,15800.0,13.06,B,B1
Fully Paid,6,11200,2017-12-01, 36 months,9.44,358.46,11644.5822351628,11200.0,444.58,0.0,Debt consolidation,debt_consolidation,Associate Trainer,3 years,RENT,38000.0,Not Verified,0.0,1.0,2005-09-01,0.0,16.0,,6.0,0.0,12147,71.0,0.0,14155.0,10.0,17200.0,16.74,B,B1
Fully Paid,6,7000,2017-05-01, 36 months,10.42,227.26,7261.4839128837,7000.0,261.48,0.0,Debt consolidation,debt_consolidation,Buyer,10+ years,MORTGAGE,139000.0,Not Verified,0.0,2.0,1998-05-01,1.0,20.0,,23.0,0.0,82582,50.4,0.0,480681.0,49.0,163700.0,15.89,B,B3
Current,5,7500,2018-12-01, 36 months,6.46,229.74,458.14,379.75,78.39,0.0,Credit card refinancing,credit_card,Ins. Agent,10+ years,MORTGAGE,125000.0,Not Verified,0.0,0.0,1980-03-01,0.0,,,17.0,0.0,15931,11.9,0.0,130912.0,35.0,134400.0,10.22,A,A1
Current,5,35000,2016-09-01, 60 months,12.79,792.61,22992.02,14167.39,8824.63,0.0,Credit card refinancing,credit_card,Realtor,9 years,MORTGAGE,100000.0,Verified,0.0,0.0,2000-05-01,0.0,42.0,,8.0,0.0,42397,72.7,0.0,149877.0,14.0,58300.0,20.05,C,C1
Current,5,20000,2017-10-01, 36 months,17.09,713.96,10791.77,7115.06,3676.71,0.0,Debt consolidation,debt_consolidation,Technician,2 years,RENT,65000.0,Source Verified,0.0,0.0,2012-04-01,0.0,,,6.0,0.0,12112,90.4,0.0,37193.0,9.0,13400.0,19.53,D,D1
Current,5,6000,2017-06-01, 36 months,7.35,186.23,3719.7,3170.12,549.58,0.0,Debt consolidation,debt_consolidation,On Air Personality ,4 years,MORTGAGE,53000.0,Verified,0.0,0.0,2003-05-01,0.0,,,9.0,0.0,5226,28.9,0.0,271734.0,14.0,18100.0,21.35,A,A4
Fully Paid,6,10000,2017-05-01, 36 months,19.99,371.59,11325.700186265802,10000.0,1325.7,0.0,Other,other,Inspector,5 years,MORTGAGE,112000.0,Not Verified,0.0,0.0,2006-10-01,1.0,57.0,45.0,25.0,1.0,7286,20.8,0.0,266944.0,51.0,35000.0,15.24,D,D4
Current,5,20000,2017-03-01, 60 months,22.74,560.83,12848.56,5181.28,7667.28,0.0,Debt consolidation,debt_consolidation,IT Help Desk Specialist,2 years,RENT,54000.0,Source Verified,0.0,1.0,2007-07-01,1.0,22.0,,11.0,0.0,9114,66.0,0.0,37412.0,17.0,13800.0,19.71,E,E1
Current,5,30000,2018-03-01, 60 months,10.9,650.78,7122.25,4355.31,2766.94,0.0,Debt consolidation,debt_consolidation,Track Supervisor ,5 years,RENT,100000.0,Source Verified,0.0,0.0,2008-02-01,0.0,,66.0,19.0,1.0,15232,27.2,0.0,85479.0,35.0,55900.0,26.52,B,B4
Fully Paid,6,32000,2016-08-01, 36 months,19.99,1189.08,38662.857624526296,32000.0,6662.86,0.0,Debt consolidation,debt_consolidation,Reimbursement Coordinator ,1 year,RENT,76147.0,Verified,0.0,0.0,1998-08-01,2.0,30.0,,22.0,0.0,7209,52.2,1129.0,212423.0,53.0,13800.0,19.21,D,D4
Charged Off,0,8975,2017-10-01, 36 months,15.05,311.35,1860.6,1230.76,629.84,0.0,Debt consolidation,debt_consolidation,Warehouse,10+ years,MORTGAGE,56000.0,Not Verified,0.0,0.0,2005-01-01,1.0,76.0,42.0,6.0,1.0,1570,46.0,0.0,37360.0,9.0,3400.0,26.96,C,C4
Current,5,7000,2016-10-01, 36 months,7.59,218.04,6109.56,5301.34,808.22,0.0,Debt consolidation,debt_consolidation,Registrar,8 years,MORTGAGE,68500.0,Not Verified,0.0,0.0,1999-10-01,0.0,51.0,,17.0,0.0,9601,28.4,0.0,161722.0,26.0,33800.0,24.28,A,A3
Current,5,8000,2017-09-01, 36 months,14.08,273.74,4641.06,3362.43,1278.63,0.0,Other,other,Grocery clerk,10+ years,OWN,40000.0,Verified,0.0,0.0,2001-07-01,1.0,27.0,,14.0,0.0,12634,59.0,0.0,28639.0,25.0,21400.0,34.5,C,C3
Current,5,8000,2018-09-01, 36 months,12.73,268.52,1331.28,937.96,393.32,0.0,Major purchase,major_purchase,,,MORTGAGE,70000.0,Not Verified,0.0,1.0,1985-07-01,0.0,6.0,,11.0,0.0,28,0.1,0.0,195197.0,29.0,35400.0,32.98,B,B5
Current,5,20000,2016-03-01, 36 months,12.99,673.79,23568.22,19333.74,4234.48,0.0,Credit card refinancing,credit_card,Admin Asst,6 years,RENT,40000.0,Not Verified,0.0,0.0,1990-05-01,0.0,,76.0,17.0,1.0,28948,44.8,0.0,44092.0,26.0,64600.0,33.34,C,C2
Fully Paid,6,8000,2017-06-01, 36 months,15.05,277.52,8529.414626204301,8000.0,514.41,15.0,Credit card refinancing,credit_card,District Health and Safety Supervisor,10+ years,RENT,83792.0,Source Verified,0.0,0.0,2000-08-01,1.0,,,23.0,0.0,30318,63.4,0.0,33067.0,33.0,47800.0,14.32,C,C4
Current,5,35000,2018-11-01, 60 months,13.56,806.43,2392.92,1246.77,1146.15,0.0,Debt consolidation,debt_consolidation,,,RENT,31550.0,Source Verified,0.0,0.0,1986-10-01,0.0,,,5.0,0.0,10582,76.7,0.0,55113.0,9.0,13800.0,51.2,C,C1
Fully Paid,6,40000,2018-10-01, 60 months,11.55,880.71,40177.160833333,40000.0,177.16,0.0,Business,small_business,WAC,10+ years,MORTGAGE,120000.0,Verified,0.0,0.0,1997-11-01,1.0,,99.0,19.0,1.0,27810,29.2,0.0,292864.0,43.0,95100.0,20.69,B,B4
Current,5,10000,2017-06-01, 36 months,11.99,332.1,6635.34,5112.03,1523.31,0.0,Debt consolidation,debt_consolidation,pharmacy technician,1 year,RENT,27000.0,Not Verified,0.0,0.0,2007-06-01,0.0,,,9.0,0.0,3452,18.3,0.0,8157.0,11.0,18900.0,16.67,B,B5
Current,5,11200,2018-02-01, 60 months,9.93,237.59,2844.9,1820.29,1024.61,0.0,Debt consolidation,debt_consolidation,Accounts Receivable,6 years,MORTGAGE,35000.0,Verified,0.0,0.0,2000-07-01,1.0,,,11.0,0.0,6196,19.7,0.0,137051.0,20.0,31400.0,12.52,B,B2
Current,5,11000,2017-11-01, 36 months,7.35,341.42,5116.81,4291.69,825.12,0.0,Debt consolidation,debt_consolidation,Member Services,5 years,RENT,60000.0,Not Verified,0.0,0.0,1993-09-01,0.0,,,9.0,0.0,17768,56.4,0.0,18537.0,20.0,31500.0,19.44,A,A4
Current,5,35000,2018-02-01, 36 months,12.61,1172.73,14048.24,10237.55,3810.69,0.0,Debt consolidation,debt_consolidation,Research and Trading,6 years,RENT,145000.0,Not Verified,0.0,0.0,2003-08-01,0.0,,,13.0,0.0,28080,42.1,0.0,70877.0,27.0,66700.0,19.42,C,C1
Current,5,10000,2016-09-01, 36 months,11.49,329.72,9549.11,7778.18,1770.93,0.0,Debt consolidation,debt_consolidation,Representative,10+ years,RENT,44000.0,Not Verified,0.0,1.0,1991-10-01,0.0,18.0,,13.0,0.0,29852,68.0,0.0,43240.0,21.0,46400.0,29.27,B,B5
Fully Paid,6,12000,2016-08-01, 36 months,24.49,473.89,14541.943613314099,12000.0,2541.94,0.0,Debt consolidation,debt_consolidation,Recruiter,8 years,MORTGAGE,85000.0,Verified,0.0,2.0,2003-09-01,0.0,15.0,,13.0,0.0,39119,87.0,0.0,58021.0,21.0,45800.0,25.55,E,E3
Fully Paid,6,35000,2016-03-01, 36 months,18.25,1269.73,40028.4790145116,35000.0,5028.48,0.0,Debt consolidation,debt_consolidation,United Sates Probation Officer,10+ years,MORTGAGE,122800.0,Source Verified,0.0,0.0,2003-01-01,0.0,,88.0,24.0,1.0,148304,44.9,0.0,179131.0,31.0,198100.0,24.57,D,D3
Current,5,9775,2017-05-01, 36 months,13.59,332.15,6672.53,4925.71,1746.82,0.0,Debt consolidation,debt_consolidation,Employment specialist ,7 years,RENT,26500.0,Source Verified,0.0,0.0,2013-06-01,1.0,,,5.0,0.0,6240,46.2,0.0,6240.0,5.0,13500.0,11.01,C,C2
Current,5,20000,2018-10-01, 60 months,11.55,440.36,1748.61,1005.85,742.76,0.0,Debt consolidation,debt_consolidation,Warehouse,4 years,OWN,57000.0,Source Verified,0.0,0.0,1977-10-01,0.0,74.0,,10.0,0.0,9615,54.6,167.0,66996.0,23.0,17600.0,26.67,B,B4
Current,5,25200,2018-12-01, 36 months,14.47,867.04,1713.82,1133.13,580.69,0.0,Debt consolidation,debt_consolidation,Tool Maker,10+ years,MORTGAGE,106000.0,Source Verified,0.0,0.0,2007-07-01,0.0,69.0,,12.0,0.0,20762,70.9,0.0,234298.0,18.0,29300.0,25.57,C,C2
Current,5,20000,2018-09-01, 60 months,14.47,470.26,2319.14,1173.43,1145.71,0.0,Debt consolidation,debt_consolidation,Surgery Scheduler,10+ years,RENT,75000.0,Verified,0.0,0.0,2006-10-01,0.0,,91.0,11.0,1.0,19879,50.3,0.0,50914.0,16.0,39500.0,22.7,C,C2
Current,5,2800,2017-10-01, 36 months,12.62,93.84,1499.48,1115.69,383.79,0.0,Debt consolidation,debt_consolidation,,,RENT,30000.0,Source Verified,0.0,0.0,2010-02-01,0.0,,,6.0,0.0,991,15.5,0.0,4025.0,9.0,6400.0,5.64,C,C1
Current,5,35000,2018-12-01, 36 months,11.31,1151.01,2357.01,1650.02,706.99,0.0,Debt consolidation,debt_consolidation,SR Accountant,10+ years,MORTGAGE,90000.0,Source Verified,0.0,0.0,1989-03-01,0.0,,,10.0,0.0,17731,25.0,0.0,285436.0,42.0,71000.0,12.31,B,B3
Current,5,15000,2018-02-01, 60 months,28.72,473.58,5635.09,1571.2,4063.89,0.0,Credit card refinancing,credit_card,,< 1 year,RENT,150000.0,Source Verified,0.0,0.0,1998-07-01,1.0,,,29.0,0.0,76348,81.6,0.0,86511.0,57.0,93600.0,21.97,F,F1
Current,5,6000,2017-09-01, 36 months,14.08,205.3,3480.71,2521.73,958.98,0.0,Debt consolidation,debt_consolidation,Safety coordinator ,1 year,RENT,91000.0,Not Verified,0.0,0.0,1994-03-01,3.0,65.0,85.0,14.0,1.0,6872,52.9,0.0,28285.0,24.0,13000.0,27.55,C,C3
Charged Off,0,15000,2017-10-01, 60 months,16.02,364.94,2780.31,331.58,384.95,0.0,Debt consolidation,debt_consolidation,Accounts Payable Technician,4 years,MORTGAGE,53400.0,Source Verified,0.0,0.0,2005-08-01,0.0,27.0,,7.0,0.0,6291,66.2,1382.0,197864.0,21.0,9500.0,16.04,C,C5
Fully Paid,6,5000,2016-06-01, 36 months,5.32,150.58,5234.8242604794,5000.0,234.82,0.0,Debt consolidation,debt_consolidation,Glazier/installer,2 years,MORTGAGE,53000.0,Not Verified,0.0,0.0,2003-08-01,1.0,,80.0,7.0,1.0,5891,38.5,0.0,178753.0,15.0,15300.0,16.51,A,A1
Current,5,4650,2017-03-01, 36 months,16.99,165.77,3808.32,2694.58,1113.74,0.0,Debt consolidation,debt_consolidation,Co-Director,8 years,RENT,18250.0,Source Verified,0.0,0.0,2007-01-01,0.0,30.0,,5.0,0.0,2183,75.3,0.0,18245.0,7.0,2900.0,33.36,D,D1
Fully Paid,6,8000,2017-09-01, 36 months,10.42,259.72,8729.9321218003,8000.0,729.93,0.0,Debt consolidation,debt_consolidation,Manager,10+ years,MORTGAGE,30000.0,Source Verified,0.0,0.0,2003-04-01,0.0,35.0,,4.0,0.0,4809,43.7,0.0,83021.0,13.0,11000.0,16.92,B,B3
Fully Paid,6,40000,2018-04-01, 60 months,19.42,1046.89,44345.499106513606,40000.0,4345.5,0.0,Debt consolidation,debt_consolidation,Senior Restorative Specialist ,7 years,MORTGAGE,119000.0,Verified,0.0,0.0,2010-07-01,1.0,,107.0,12.0,1.0,31954,59.2,0.0,46377.0,16.0,54000.0,14.96,D,D3
Current,5,25000,2018-11-01, 60 months,12.98,568.58,1669.68,904.2,765.48,0.0,Debt consolidation,debt_consolidation,Police Officer,9 years,RENT,105000.0,Not Verified,0.0,1.0,2004-09-01,0.0,8.0,,8.0,0.0,144,0.5,0.0,21692.0,37.0,29200.0,11.76,B,B5
Current,5,10000,2017-09-01, 36 months,7.97,313.23,5316.05,4426.34,889.71,0.0,Debt consolidation,debt_consolidation,Staff pharmacist,3 years,MORTGAGE,120000.0,Not Verified,0.0,0.0,2002-01-01,1.0,,,5.0,0.0,7328,86.2,0.0,381758.0,24.0,8500.0,7.02,A,A5
Fully Paid,6,12000,2017-01-01, 36 months,12.74,402.83,12845.600425165801,12000.0,845.6,0.0,Car financing,car,Senior Producer,1 year,MORTGAGE,95000.0,Source Verified,0.0,0.0,2000-08-01,0.0,46.0,,8.0,0.0,7901,60.8,0.0,248516.0,18.0,13000.0,21.2,C,C1
Current,5,8000,2017-07-01, 36 months,9.44,256.04,4856.37,3940.75,915.62,0.0,Debt consolidation,debt_consolidation,Sergeant,10+ years,MORTGAGE,75000.0,Not Verified,0.0,6.0,1995-10-01,1.0,10.0,,9.0,0.0,2603,35.2,0.0,267693.0,28.0,7400.0,6.64,B,B1
Current,5,8000,2016-03-01, 36 months,10.75,260.97,9126.54,7741.62,1384.92,0.0,Medical expenses,medical,Army Officer,10+ years,MORTGAGE,120000.0,Source Verified,0.0,1.0,1992-07-01,1.0,6.0,,8.0,0.0,16512,65.5,0.0,364145.0,33.0,25200.0,13.09,B,B4
Fully Paid,6,9950,2017-05-01, 36 months,7.21,308.19,10548.9267310311,9950.0,598.93,0.0,Credit card refinancing,credit_card,Developmental Specialist,10+ years,RENT,54765.0,Not Verified,0.0,0.0,2004-01-01,1.0,,,10.0,0.0,8996,19.2,0.0,31250.0,15.0,46800.0,15.74,A,A3
Current,5,5000,2016-06-01, 36 months,8.59,158.05,5051.63,4379.1,672.53,0.0,Debt consolidation,debt_consolidation,Tool and Die,10+ years,RENT,80000.0,Verified,0.0,0.0,2002-07-01,0.0,31.0,39.0,6.0,1.0,4239,26.2,998.0,10564.0,8.0,16200.0,7.53,A,A5
Current,5,20000,2018-05-01, 36 months,21.85,762.26,6811.78,3852.72,2959.06,0.0,Debt consolidation,debt_consolidation,Sales,< 1 year,OWN,23000.0,Source Verified,0.0,0.0,1984-08-01,1.0,72.0,,10.0,0.0,13916,28.3,0.0,16517.0,21.0,49100.0,26.48,D,D5
Current,5,24000,2016-07-01, 36 months,13.49,814.34,25208.57,20062.48,5146.09,0.0,Debt consolidation,debt_consolidation,Design Engineer,< 1 year,RENT,70000.0,Verified,0.0,0.0,2006-08-01,1.0,,,24.0,0.0,20648,38.5,0.0,137946.0,39.0,53600.0,20.38,C,C2
Charged Off,0,16000,2016-08-01, 36 months,12.79,537.49,11335.13,8585.32,2699.81,0.0,Debt consolidation,debt_consolidation,Claims supervisor ,10+ years,RENT,83500.0,Not Verified,0.0,1.0,2000-07-01,2.0,21.0,55.0,14.0,1.0,8892,62.2,0.0,103771.0,38.0,14300.0,26.29,C,C1
Current,5,25000,2018-11-01, 60 months,15.02,595.02,1732.91,856.95,875.96,0.0,Debt consolidation,debt_consolidation,Sr. Manager,10+ years,MORTGAGE,131500.0,Not Verified,0.0,0.0,1997-05-01,1.0,,,13.0,0.0,44324,81.8,0.0,330896.0,27.0,54200.0,22.79,C,C3
Fully Paid,6,10000,2017-11-01, 36 months,9.44,320.05,10785.859307052,10000.0,785.86,0.0,Other,other,,,OWN,62800.0,Verified,0.0,0.0,1994-02-01,0.0,69.0,69.0,7.0,1.0,1610,32.2,0.0,206922.0,16.0,5000.0,1.87,B,B1
Current,5,12000,2017-03-01, 60 months,15.99,291.76,6699.82,3521.68,3178.14,0.0,Home improvement,home_improvement,Office Manager,10+ years,RENT,85000.0,Not Verified,0.0,0.0,1987-05-01,0.0,30.0,,20.0,0.0,7054,27.0,1088.0,104841.0,51.0,26100.0,34.81,C,C5
Fully Paid,6,5000,2016-05-01, 36 months,7.39,155.28,5554.8874640044,5000.0,554.89,0.0,Debt consolidation,debt_consolidation,Sr. Patient account analyst,10+ years,MORTGAGE,55000.0,Not Verified,0.0,0.0,1989-05-01,1.0,78.0,70.0,7.0,1.0,4932,31.0,0.0,347156.0,19.0,15900.0,24.09,A,A4
Fully Paid,6,11400,2016-07-01, 36 months,6.99,351.95,12473.406487315,11400.0,1073.41,0.0,Credit card refinancing,credit_card,Pharmacy Financial Analyst,7 years,MORTGAGE,81000.0,Not Verified,0.0,0.0,1995-08-01,0.0,42.0,23.0,14.0,1.0,11856,48.8,0.0,261669.0,42.0,24300.0,21.26,A,A2
Current,5,10000,2018-09-01, 36 months,6.11,304.72,1520.21,1282.01,238.2,0.0,Credit card refinancing,credit_card,Teacher,< 1 year,MORTGAGE,41000.0,Not Verified,0.0,0.0,2001-07-01,0.0,,,6.0,0.0,6755,23.3,0.0,18216.0,21.0,29000.0,14.46,A,A1
Charged Off,0,21000,2016-05-01, 36 months,12.99,707.48,12391.02,7774.53,2822.51,0.0,Debt consolidation,debt_consolidation,Senior Tax Manager,2 years,MORTGAGE,145000.0,Source Verified,0.0,1.0,1992-04-01,1.0,18.0,,11.0,0.0,58664,78.0,0.0,386366.0,19.0,75130.0,15.34,C,C2
Current,5,10000,2018-07-01, 36 months,16.91,356.08,2483.17,1571.33,911.84,0.0,Debt consolidation,debt_consolidation,City driver,4 years,MORTGAGE,58000.0,Verified,0.0,0.0,2005-05-01,0.0,63.0,,19.0,0.0,18715,60.6,0.0,329070.0,29.0,30900.0,24.13,C,C5
Fully Paid,6,5500,2018-01-01, 36 months,13.59,186.89,5898.0913725564005,5500.0,398.09,0.0,Major purchase,major_purchase,service advisor,4 years,MORTGAGE,66000.0,Source Verified,0.0,0.0,2007-06-01,1.0,26.0,,10.0,0.0,647,13.8,0.0,113858.0,14.0,4700.0,22.07,C,C2
